template_id,template_name,template_description,days_per_week,category,day_name,target_muscles,exercise_name,base_sets,set_progression,rep_min,rep_max,equipment,primary_muscle,secondary_muscles
leg-specialization-5,Leg Specialization,Quad and hamstring focused with 2 dedicated leg days,5,hypertrophy,Upper B,"chest,back_lats,side_delts,biceps,triceps",Dumbbell Lateral Raise,3,0.5,12,15,,,
leg-specialization-5,Leg Specialization,Quad and hamstring focused with 2 dedicated leg days,5,hypertrophy,Upper B,"chest,back_lats,side_delts,biceps,triceps",Face Pull,3,0.5,15,20,,,
leg-specialization-5,Leg Specialization,Quad and hamstring focused with 2 dedicated leg days,5,hypertrophy,Upper B,"chest,back_lats,side_delts,biceps,triceps",Barbell Curl,2,0.5,12,15,,,
leg-specialization-5,Leg Specialization,Quad and hamstring focused with 2 dedicated leg days,5,hypertrophy,Leg Volume,"quads,hamstrings,glutes,calves",Hack Squat,4,0.5,10,12,,,
leg-specialization-5,Leg Specialization,Quad and hamstring focused with 2 dedicated leg days,5,hypertrophy,Leg Volume,"quads,hamstrings,glutes,calves",Stiff Leg Deadlift,3,0.5,10,12,,,
leg-specialization-5,Leg Specialization,Quad and hamstring focused with 2 dedicated leg days,5,hypertrophy,Leg Volume,"quads,hamstrings,glutes,calves",Bulgarian Split Squat,3,0.5,10,12,,,
leg-specialization-5,Leg Specialization,Quad and hamstring focused with 2 dedicated leg days,5,hypertrophy,Leg Volume,"quads,hamstrings,glutes,calves",Leg Curl,3,0.5,12,15,,,
leg-specialization-5,Leg Specialization,Quad and hamstring focused with 2 dedicated leg days,5,hypertrophy,Leg Volume,"quads,hamstrings,glutes,calves",Standing Calf Raise,4,0.5,15,20,,,
leg-specialization-5,Leg Specialization,Quad and hamstring focused with 2 dedicated leg days,5,hypertrophy,Leg Volume,"quads,hamstrings,glutes,calves",Seated Calf Raise,3,0.5,15,20,,,
chest-emphasis-4,Chest Emphasis,Chest priority program hitting chest 3x per week,4,hypertrophy,Chest/Triceps,"chest,triceps",Barbell Bench Press,5,0.5,6,8,,,
chest-emphasis-4,Chest Emphasis,Chest priority program hitting chest 3x per week,4,hypertrophy,Chest/Triceps,"chest,triceps",Incline Dumbbell Press,4,0.5,8,10,,,
chest-emphasis-4,Chest Emphasis,Chest priority program hitting chest 3x per week,4,hypertrophy,Chest/Triceps,"chest,triceps",Cable Flye,3,0.5,12,15,,,
chest-emphasis-4,Chest Emphasis,Chest priority program hitting chest 3x per week,4,hypertrophy,Chest/Triceps,"chest,triceps",Dip,3,0.5,8,12,,,
chest-emphasis-4,Chest Emphasis,Chest priority program hitting chest 3x per week,4,hypertrophy,Chest/Triceps,"chest,triceps",Tricep Pushdown,3,0.5,12,15,,,
chest-emphasis-4,Chest Emphasis,Chest priority program hitting chest 3x per week,4,hypertrophy,Back/Biceps,"back_lats,back_traps,biceps",Barbell Row,4,0.5,6,8,,,
chest-emphasis-4,Chest Emphasis,Chest priority program hitting chest 3x per week,4,hypertrophy,Back/Biceps,"back_lats,back_traps,biceps",Weighted Pull-up,4,0.5,8,10,,,
chest-emphasis-4,Chest Emphasis,Chest priority program hitting chest 3x per week,4,hypertrophy,Back/Biceps,"back_lats,back_traps,biceps",Seated Cable Row,3,0.5,10,12,,,
chest-emphasis-4,Chest Emphasis,Chest priority program hitting chest 3x per week,4,hypertrophy,Back/Biceps,"back_lats,back_traps,biceps",Barbell Curl,3,0.5,10,12,,,
chest-emphasis-4,Chest Emphasis,Chest priority program hitting chest 3x per week,4,hypertrophy,Back/Biceps,"back_lats,back_traps,biceps",Hammer Curl,3,0.5,12,15,,,
chest-emphasis-4,Chest Emphasis,Chest priority program hitting chest 3x per week,4,hypertrophy,Chest/Shoulders,"chest,front_delts,side_delts",Incline Barbell Press,4,0.5,8,10,,,
chest-emphasis-4,Chest Emphasis,Chest priority program hitting chest 3x per week,4,hypertrophy,Chest/Shoulders,"chest,front_delts,side_delts",Dumbbell Bench Press,4,0.5,10,12,,,
chest-emphasis-4,Chest Emphasis,Chest priority program hitting chest 3x per week,4,hypertrophy,Chest/Shoulders,"chest,front_delts,side_delts",Pec Deck,3,0.5,12,15,,,
chest-emphasis-4,Chest Emphasis,Chest priority program hitting chest 3x per week,4,hypertrophy,Chest/Shoulders,"chest,front_delts,side_delts",Overhead Press,3,0.5,8,10,,,
chest-emphasis-4,Chest Emphasis,Chest priority program hitting chest 3x per week,4,hypertrophy,Chest/Shoulders,"chest,front_delts,side_delts",Dumbbell Lateral Raise,3,0.5,12,15,,,
chest-emphasis-4,Chest Emphasis,Chest priority program hitting chest 3x per week,4,hypertrophy,Legs,"quads,hamstrings,glutes,calves",Barbell Squat,4,0.5,8,10,,,
chest-emphasis-4,Chest Emphasis,Chest priority program hitting chest 3x per week,4,hypertrophy,Legs,"quads,hamstrings,glutes,calves",Romanian Deadlift,3,0.5,10,12,,,
chest-emphasis-4,Chest Emphasis,Chest priority program hitting chest 3x per week,4,hypertrophy,Legs,"quads,hamstrings,glutes,calves",Leg Press,3,0.5,12,15,,,
chest-emphasis-4,Chest Emphasis,Chest priority program hitting chest 3x per week,4,hypertrophy,Legs,"quads,hamstrings,glutes,calves",Leg Curl,3,0.5,12,15,,,
chest-emphasis-4,Chest Emphasis,Chest priority program hitting chest 3x per week,4,hypertrophy,Legs,"quads,hamstrings,glutes,calves",Standing Calf Raise,4,0.5,15,20,,,
back-builder-4,Back Builder,Back width and thickness focus with high pulling volume,4,hypertrophy,Back Width,"back_lats,rear_delts,biceps",Weighted Pull-up,5,0.5,6,8,,,
back-builder-4,Back Builder,Back width and thickness focus with high pulling volume,4,hypertrophy,Back Width,"back_lats,rear_delts,biceps",Lat Pulldown,4,0.5,10,12,,,
back-builder-4,Back Builder,Back width and thickness focus with high pulling volume,4,hypertrophy,Back Width,"back_lats,rear_delts,biceps",Straight Arm Pulldown,3,0.5,12,15,,,
back-builder-4,Back Builder,Back width and thickness focus with high pulling volume,4,hypertrophy,Back Width,"back_lats,rear_delts,biceps",Face Pull,3,0.5,15,20,,,
back-builder-4,Back Builder,Back width and thickness focus with high pulling volume,4,hypertrophy,Back Width,"back_lats,rear_delts,biceps",Barbell Curl,3,0.5,10,12,,,
back-builder-4,Back Builder,Back width and thickness focus with high pulling volume,4,hypertrophy,Push,"chest,front_delts,side_delts,triceps",Barbell Bench Press,4,0.5,6,8,,,
back-builder-4,Back Builder,Back width and thickness focus with high pulling volume,4,hypertrophy,Push,"chest,front_delts,side_delts,triceps",Overhead Press,3,0.5,8,10,,,
back-builder-4,Back Builder,Back width and thickness focus with high pulling volume,4,hypertrophy,Push,"chest,front_delts,side_delts,triceps",Incline Dumbbell Press,3,0.5,10,12,,,
back-builder-4,Back Builder,Back width and thickness focus with high pulling volume,4,hypertrophy,Push,"chest,front_delts,side_delts,triceps",Dumbbell Lateral Raise,3,0.5,12,15,,,
back-builder-4,Back Builder,Back width and thickness focus with high pulling volume,4,hypertrophy,Push,"chest,front_delts,side_delts,triceps",Tricep Pushdown,3,0.5,12,15,,,
back-builder-4,Back Builder,Back width and thickness focus with high pulling volume,4,hypertrophy,Back Thickness,"back_lats,back_traps,rear_delts,biceps",Barbell Row,5,0.5,6,8,,,
back-builder-4,Back Builder,Back width and thickness focus with high pulling volume,4,hypertrophy,Back Thickness,"back_lats,back_traps,rear_delts,biceps",T-Bar Row,4,0.5,8,10,,,
back-builder-4,Back Builder,Back width and thickness focus with high pulling volume,4,hypertrophy,Back Thickness,"back_lats,back_traps,rear_delts,biceps",Seated Cable Row,4,0.5,10,12,,,
back-builder-4,Back Builder,Back width and thickness focus with high pulling volume,4,hypertrophy,Back Thickness,"back_lats,back_traps,rear_delts,biceps",Barbell Shrug,3,0.5,10,12,,,
back-builder-4,Back Builder,Back width and thickness focus with high pulling volume,4,hypertrophy,Back Thickness,"back_lats,back_traps,rear_delts,biceps",Hammer Curl,3,0.5,10,12,,,
back-builder-4,Back Builder,Back width and thickness focus with high pulling volume,4,hypertrophy,Legs,"quads,hamstrings,glutes,calves",Barbell Squat,4,0.5,8,10,,,
back-builder-4,Back Builder,Back width and thickness focus with high pulling volume,4,hypertrophy,Legs,"quads,hamstrings,glutes,calves",Romanian Deadlift,4,0.5,10,12,,,
back-builder-4,Back Builder,Back width and thickness focus with high pulling volume,4,hypertrophy,Legs,"quads,hamstrings,glutes,calves",Leg Press,3,0.5,12,15,,,
back-builder-4,Back Builder,Back width and thickness focus with high pulling volume,4,hypertrophy,Legs,"quads,hamstrings,glutes,calves",Leg Curl,3,0.5,12,15,,,
back-builder-4,Back Builder,Back width and thickness focus with high pulling volume,4,hypertrophy,Legs,"quads,hamstrings,glutes,calves",Standing Calf Raise,4,0.5,15,20,,,
arm-blaster-5,Arm Blaster,Bicep and tricep specialization with arm-specific days,5,hypertrophy,Arms,"biceps,triceps",Barbell Curl,4,0.5,6,8,,,
arm-blaster-5,Arm Blaster,Bicep and tricep specialization with arm-specific days,5,hypertrophy,Arms,"biceps,triceps",Close Grip Bench Press,4,0.5,6,8,,,
arm-blaster-5,Arm Blaster,Bicep and tricep specialization with arm-specific days,5,hypertrophy,Arms,"biceps,triceps",Incline Dumbbell Curl,3,0.5,10,12,,,
arm-blaster-5,Arm Blaster,Bicep and tricep specialization with arm-specific days,5,hypertrophy,Arms,"biceps,triceps",Skull Crusher,3,0.5,10,12,,,
arm-blaster-5,Arm Blaster,Bicep and tricep specialization with arm-specific days,5,hypertrophy,Arms,"biceps,triceps",Hammer Curl,3,0.5,12,15,,,
arm-blaster-5,Arm Blaster,Bicep and tricep specialization with arm-specific days,5,hypertrophy,Arms,"biceps,triceps",Tricep Pushdown,3,0.5,12,15,,,
arm-blaster-5,Arm Blaster,Bicep and tricep specialization with arm-specific days,5,hypertrophy,Push,"chest,front_delts,side_delts,triceps",Barbell Bench Press,4,0.5,6,8,,,
arm-blaster-5,Arm Blaster,Bicep and tricep specialization with arm-specific days,5,hypertrophy,Push,"chest,front_delts,side_delts,triceps",Overhead Press,3,0.5,8,10,,,
arm-blaster-5,Arm Blaster,Bicep and tricep specialization with arm-specific days,5,hypertrophy,Push,"chest,front_delts,side_delts,triceps",Dumbbell Bench Press,3,0.5,10,12,,,
arm-blaster-5,Arm Blaster,Bicep and tricep specialization with arm-specific days,5,hypertrophy,Push,"chest,front_delts,side_delts,triceps",Dumbbell Lateral Raise,3,0.5,12,15,,,
arm-blaster-5,Arm Blaster,Bicep and tricep specialization with arm-specific days,5,hypertrophy,Push,"chest,front_delts,side_delts,triceps",Dip,3,0.5,8,12,,,
arm-blaster-5,Arm Blaster,Bicep and tricep specialization with arm-specific days,5,hypertrophy,Pull,"back_lats,back_traps,rear_delts,biceps",Weighted Pull-up,4,0.5,6,8,,,
arm-blaster-5,Arm Blaster,Bicep and tricep specialization with arm-specific days,5,hypertrophy,Pull,"back_lats,back_traps,rear_delts,biceps",Barbell Row,4,0.5,8,10,,,
arm-blaster-5,Arm Blaster,Bicep and tricep specialization with arm-specific days,5,hypertrophy,Pull,"back_lats,back_traps,rear_delts,biceps",Lat Pulldown,3,0.5,10,12,,,
arm-blaster-5,Arm Blaster,Bicep and tricep specialization with arm-specific days,5,hypertrophy,Pull,"back_lats,back_traps,rear_delts,biceps",Face Pull,3,0.5,15,20,,,
arm-blaster-5,Arm Blaster,Bicep and tricep specialization with arm-specific days,5,hypertrophy,Pull,"back_lats,back_traps,rear_delts,biceps",Preacher Curl,3,0.5,10,12,,,
arm-blaster-5,Arm Blaster,Bicep and tricep specialization with arm-specific days,5,hypertrophy,Legs,"quads,hamstrings,glutes,calves",Barbell Squat,4,0.5,8,10,,,
arm-blaster-5,Arm Blaster,Bicep and tricep specialization with arm-specific days,5,hypertrophy,Legs,"quads,hamstrings,glutes,calves",Romanian Deadlift,3,0.5,10,12,,,
arm-blaster-5,Arm Blaster,Bicep and tricep specialization with arm-specific days,5,hypertrophy,Legs,"quads,hamstrings,glutes,calves",Leg Press,3,0.5,12,15,,,
arm-blaster-5,Arm Blaster,Bicep and tricep specialization with arm-specific days,5,hypertrophy,Legs,"quads,hamstrings,glutes,calves",Leg Curl,3,0.5,12,15,,,
arm-blaster-5,Arm Blaster,Bicep and tricep specialization with arm-specific days,5,hypertrophy,Legs,"quads,hamstrings,glutes,calves",Standing Calf Raise,4,0.5,15,20,,,
arm-blaster-5,Arm Blaster,Bicep and tricep specialization with arm-specific days,5,hypertrophy,Arms Volume,"biceps,triceps",Concentration Curl,3,0.5,12,15,,,
arm-blaster-5,Arm Blaster,Bicep and tricep specialization with arm-specific days,5,hypertrophy,Arms Volume,"biceps,triceps",Overhead Tricep Extension,3,0.5,12,15,,,
arm-blaster-5,Arm Blaster,Bicep and tricep specialization with arm-specific days,5,hypertrophy,Arms Volume,"biceps,triceps",Spider Curl,3,0.5,12,15,,,
arm-blaster-5,Arm Blaster,Bicep and tricep specialization with arm-specific days,5,hypertrophy,Arms Volume,"biceps,triceps",Tricep Kickback,3,0.5,12,15,,,
arm-blaster-5,Arm Blaster,Bicep and tricep specialization with arm-specific days,5,hypertrophy,Arms Volume,"biceps,triceps",Cable Curl,3,0.5,15,20,,,
arm-blaster-5,Arm Blaster,Bicep and tricep specialization with arm-specific days,5,hypertrophy,Arms Volume,"biceps,triceps",Diamond Push-up,3,0.5,15,20,,,
boulder-shoulders-4,Boulder Shoulders,Delt-focused program for all three heads,4,hypertrophy,Shoulder Focus,"front_delts,side_delts,rear_delts",Overhead Press,5,0.5,6,8,,,
boulder-shoulders-4,Boulder Shoulders,Delt-focused program for all three heads,4,hypertrophy,Shoulder Focus,"front_delts,side_delts,rear_delts",Dumbbell Shoulder Press,4,0.5,8,10,,,
boulder-shoulders-4,Boulder Shoulders,Delt-focused program for all three heads,4,hypertrophy,Shoulder Focus,"front_delts,side_delts,rear_delts",Dumbbell Lateral Raise,4,0.5,12,15,,,
boulder-shoulders-4,Boulder Shoulders,Delt-focused program for all three heads,4,hypertrophy,Shoulder Focus,"front_delts,side_delts,rear_delts",Rear Delt Flye,4,0.5,12,15,,,
boulder-shoulders-4,Boulder Shoulders,Delt-focused program for all three heads,4,hypertrophy,Shoulder Focus,"front_delts,side_delts,rear_delts",Face Pull,3,0.5,15,20,,,
boulder-shoulders-4,Boulder Shoulders,Delt-focused program for all three heads,4,hypertrophy,Push,"chest,front_delts,triceps",Barbell Bench Press,4,0.5,6,8,,,
boulder-shoulders-4,Boulder Shoulders,Delt-focused program for all three heads,4,hypertrophy,Push,"chest,front_delts,triceps",Incline Dumbbell Press,3,0.5,10,12,,,
boulder-shoulders-4,Boulder Shoulders,Delt-focused program for all three heads,4,hypertrophy,Push,"chest,front_delts,triceps",Cable Flye,3,0.5,12,15,,,
boulder-shoulders-4,Boulder Shoulders,Delt-focused program for all three heads,4,hypertrophy,Push,"chest,front_delts,triceps",Dip,3,0.5,8,12,,,
boulder-shoulders-4,Boulder Shoulders,Delt-focused program for all three heads,4,hypertrophy,Push,"chest,front_delts,triceps",Tricep Pushdown,3,0.5,12,15,,,
boulder-shoulders-4,Boulder Shoulders,Delt-focused program for all three heads,4,hypertrophy,Pull,"back_lats,back_traps,rear_delts,biceps",Weighted Pull-up,4,0.5,6,8,,,
boulder-shoulders-4,Boulder Shoulders,Delt-focused program for all three heads,4,hypertrophy,Pull,"back_lats,back_traps,rear_delts,biceps",Barbell Row,4,0.5,8,10,,,
boulder-shoulders-4,Boulder Shoulders,Delt-focused program for all three heads,4,hypertrophy,Pull,"back_lats,back_traps,rear_delts,biceps",Seated Cable Row,3,0.5,10,12,,,
boulder-shoulders-4,Boulder Shoulders,Delt-focused program for all three heads,4,hypertrophy,Pull,"back_lats,back_traps,rear_delts,biceps",Barbell Curl,3,0.5,10,12,,,
boulder-shoulders-4,Boulder Shoulders,Delt-focused program for all three heads,4,hypertrophy,Pull,"back_lats,back_traps,rear_delts,biceps",Hammer Curl,3,0.5,12,15,,,
boulder-shoulders-4,Boulder Shoulders,Delt-focused program for all three heads,4,hypertrophy,Shoulders/Legs,"front_delts,side_delts,quads,hamstrings,glutes,calves",Arnold Press,4,0.5,8,10,,,
boulder-shoulders-4,Boulder Shoulders,Delt-focused program for all three heads,4,hypertrophy,Shoulders/Legs,"front_delts,side_delts,quads,hamstrings,glutes,calves",Cable Lateral Raise,3,0.5,12,15,,,
boulder-shoulders-4,Boulder Shoulders,Delt-focused program for all three heads,4,hypertrophy,Shoulders/Legs,"front_delts,side_delts,quads,hamstrings,glutes,calves",Upright Row,3,0.5,10,12,,,
boulder-shoulders-4,Boulder Shoulders,Delt-focused program for all three heads,4,hypertrophy,Shoulders/Legs,"front_delts,side_delts,quads,hamstrings,glutes,calves",Barbell Squat,4,0.5,8,10,,,
boulder-shoulders-4,Boulder Shoulders,Delt-focused program for all three heads,4,hypertrophy,Shoulders/Legs,"front_delts,side_delts,quads,hamstrings,glutes,calves",Romanian Deadlift,3,0.5,10,12,,,
boulder-shoulders-4,Boulder Shoulders,Delt-focused program for all three heads,4,hypertrophy,Shoulders/Legs,"front_delts,side_delts,quads,hamstrings,glutes,calves",Leg Press,3,0.5,12,15,,,
boulder-shoulders-4,Boulder Shoulders,Delt-focused program for all three heads,4,hypertrophy,Shoulders/Legs,"front_delts,side_delts,quads,hamstrings,glutes,calves",Standing Calf Raise,4,0.5,15,20,,,
